SPCD,SPECIES_SYMBOL,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,CORDS_TO_GREEN_TONS,MBF_TO_GREEN_TONS,DRYWT_TO_GREENWT_CONVERSION
801,QUAG,California live oak,Quercus,agrifolia,NA,NA,3.48,6.96,1.76
802,QUAL,white oak,Quercus,alba,NA,NA,3.35,6.7,1.71
803,QUAR,Arizona white oak,Quercus,arizonica,NA,NA,3.48,6.96,1.76
804,QUBI,swamp white oak,Quercus,bicolor,NA,NA,3.38,6.76,1.62
805,QUCH2,canyon live oak,Quercus,chrysolepis,NA,NA,4.02,8.04,1.76
806,QUCO2,scarlet oak,Quercus,coccinea,NA,NA,3.43,6.86,1.66
807,QUDO,blue oak,Quercus,douglasii,NA,NA,3.48,6.96,1.76
808,QUSIS,Durand oak,Quercus,sinuata,sinuata,NA,3.48,6.96,1.76
809,QUEL,northern pin oak,Quercus,ellipsoidalis,NA,NA,3.48,6.96,1.76
810,QUEM,Emory oak,Quercus,emoryi,NA,NA,3.48,6.96,1.76
811,QUEN,Engelmann oak,Quercus,engelmannii,NA,NA,3.48,6.96,1.76
812,QUFA,southern red oak,Quercus,falcata,NA,NA,3.36,6.72,1.86
813,QUPA5,cherrybark oak,Quercus,pagoda,NA,NA,3.6,7.2,1.72
814,QUGA,Gambel oak,Quercus,gambelii,NA,NA,3.46,6.92,1.66
815,QUGA4,Oregon white oak,Quercus,garryana,NA,NA,3.31,6.62,1.59
816,QUIL,scrub oak,Quercus,ilicifolia,NA,NA,3.48,6.96,1.76
817,QUIM,shingle oak,Quercus,imbricaria,NA,NA,3.48,6.96,1.76
818,QUKE,California black oak,Quercus,kelloggii,NA,NA,3.48,6.96,1.99
819,QULA2,turkey oak,Quercus,laevis,NA,NA,3.48,6.96,1.76
820,QULA3,laurel oak,Quercus,laurifolia,NA,NA,3.44,6.88,1.88
821,QULO,California white oak,Quercus,lobata,NA,NA,3.3,6.6,1.84
822,QULY,overcup oak,Quercus,lyrata,NA,NA,3.5,7,1.79
823,QUMA2,bur oak,Quercus,macrocarpa,NA,NA,3.33,6.66,1.76
824,QUMA3,blackjack oak,Quercus,marilandica,NA,NA,3.48,6.96,1.76
825,QUMI,swamp chestnut oak,Quercus,michauxii,NA,NA,3.57,7.14,1.72
826,QUMU,chinkapin oak,Quercus,muehlenbergii,NA,NA,3.48,6.96,1.76
827,QUNI,water oak,Quercus,nigra,NA,NA,3.32,6.64,1.82
828,QUTE,Nuttall oak,Quercus,texana,NA,NA,3.48,6.96,1.76
829,QUOB,Mexican blue oak,Quercus,oblongifolia,NA,NA,3.48,6.96,1.76
830,QUPA2,pin oak,Quercus,palustris,NA,NA,3.56,7.12,1.79
831,QUPH,willow oak,Quercus,phellos,NA,NA,3.36,6.72,1.84
832,QUPR2,chestnut oak,Quercus,prinus,NA,NA,3.43,6.86,1.74
833,QURU,northern red oak,Quercus,rubra,NA,NA,3.48,6.96,1.85
834,QUSH,Shumard oak,Quercus,shumardii,NA,NA,3.48,6.96,1.76
835,QUST,post oak,Quercus,stellata,NA,NA,3.58,7.16,1.74
836,QUSI2,Delta post oak,Quercus,similis,NA,NA,3.48,6.96,1.76
837,QUVE,black oak,Quercus,velutina,NA,NA,3.43,6.86,1.84
838,QUVI,live oak,Quercus,virginiana,NA,NA,4.1,8.2,1.56
839,QUWI2,interior live oak,Quercus,wislizeni,NA,NA,3.48,6.96,1.76
840,QUMA6,dwarf post oak,Quercus,margarettiae,NA,NA,3.48,6.96,1.76
841,QUMI2,dwarf live oak,Quercus,minima,NA,NA,3.48,6.96,1.76
842,QUIN,bluejack oak,Quercus,incana,NA,NA,3.48,6.96,1.76
843,QUHY,silverleaf oak,Quercus,hypoleucoides,NA,NA,3.48,6.96,1.76
844,QUOG,Oglethorpe oak,Quercus,oglethorpensis,NA,NA,3.48,6.96,1.76
845,QUPR,dwarf chinkapin oak,Quercus,prinoides,NA,NA,3.48,6.96,1.76
846,QUGR3,gray oak,Quercus,grisea,NA,NA,3.48,6.96,1.76
847,QURU4,netleaf oak,Quercus,rugosa,NA,NA,3.48,6.96,1.76
851,QUGR,Chisos oak,Quercus,graciliformis,NA,NA,3.48,6.96,1.76
852,AMEL,sea torchwood,Amyris,elemifera,NA,NA,2.96,5.92,1.76
853,ANGL4,pond-apple,Annona,glabra,NA,NA,2.96,5.92,1.76
854,BUSI,gumbo limbo,Bursera,simaruba,NA,NA,2.96,5.92,1.76
855,CASUA,sheoak spp.,Casuarina,spp.,NA,NA,2.96,5.92,1.76
856,CAGL11,gray sheoak,Casuarina,glauca,NA,NA,2.96,5.92,1.76
857,CALE28,belah,Casuarina,lepidophloia,NA,NA,2.96,5.92,1.76
858,CICA,camphortree,Cinnamomum,camphora,NA,NA,2.96,5.92,1.76
859,CIFR,Florida fiddlewood,Citharexylum,fruticosum,NA,NA,2.96,5.92,1.76
860,CITRU2,citrus spp.,Citrus,spp.,NA,NA,2.96,5.92,1.76
863,CODI8,"tietongue, pigeon-plum",Coccoloba,diversifolia,NA,NA,2.96,5.92,1.76
864,COEL2,soldierwood,Colubrina,elliptica,NA,NA,2.96,5.92,1.76
865,COSE2,largeleaf geigertree,Cordia,sebestena,NA,NA,2.96,5.92,1.76
866,CUAN4,carrotwood,Cupaniopsis,anacardioides,NA,NA,2.96,5.92,1.76
867,COHO,Bluewood,Condalia,hookeri,NA,NA,2.96,5.92,1.76
868,EBEB,Blackbead ebony,Ebenopsis,ebano,NA,NA,2.96,5.92,1.76
869,LEPU3,Great leucaene,Leucaena,pulverulenta,NA,NA,2.96,5.92,1.76
870,SOAF,Texas sophora,Sophora,affinis,NA,NA,2.96,5.92,1.76
873,EURH,red stopper,Eugenia,rhombea,NA,NA,2.96,5.92,1.76
874,EXPA,"butterbough, inkwood",Exothea,paniculata,NA,NA,2.96,5.92,1.76
876,FIAU,Florida strangler fig,Ficus,aurea,NA,NA,2.96,5.92,1.76
877,FICI,"wild banyantree, shortleaf fig",Ficus,citrifolia,NA,NA,2.96,5.92,1.76
882,GUDI,"beeftree, longleaf blolly",Guapira,discolor,NA,NA,2.96,5.92,1.76
883,HIMA2,manchineel,Hippomane,mancinella,NA,NA,2.96,5.92,1.76
884,LYLA3,false tamarind,Lysiloma,latisiliquum,NA,NA,2.96,5.92,1.76
885,MAIN3,mango,Mangifera,indica,NA,NA,2.96,5.92,1.76
886,METO3,Florida poisontree,Metopium,toxiferum,NA,NA,2.96,5.92,1.76
887,PIPI3,fishpoison tree,Piscidia,piscipula,NA,NA,2.96,5.92,1.76
888,SCAC2,"octopus tree, schefflera",Schefflera,actinophylla,NA,NA,2.96,5.92,1.76
890,SIFO,false mastic,Sideroxylon,foetidissimum,NA,NA,2.96,5.92,1.76
891,SISA6,"white bully, willow bustic",Sideroxylon,salicifolium,NA,NA,2.96,5.92,1.76
895,SIGL3,paradisetree,Simarouba,glauca,NA,NA,2.96,5.92,1.76
896,SYCU,Java plum,Syzygium,cumini,NA,NA,2.96,5.92,1.76
897,TAIN2,tamarind,Tamarindus,indica,NA,NA,2.96,5.92,1.76
901,ROPS,black locust,Robinia,pseudoacacia,NA,NA,3.13,6.26,1.44
902,RONE,New Mexico locust,Robinia,neomexicana,NA,NA,3.14,6.28,1.44
906,ACWR4,"Everglades palm, paurotis-palm",Acoelorraphe,wrightii,NA,NA,2.96,5.92,1.76
907,COAR,Florida silver palm,Coccothrinax,argentata,NA,NA,2.96,5.92,1.76
908,CONU,coconut palm,Cocos,nucifera,NA,NA,2.96,5.92,1.76
909,ROYST,royal palm spp.,Roystonea,spp.,NA,NA,2.96,5.92,1.76
911,SAME8,Mexican palmetto,Sabal,mexicana,NA,NA,2.96,5.92,1.76
912,SAPA,cabbage palmetto,Sabal,palmetto,NA,NA,2.96,5.92,1.76
913,THMO4,key thatch palm,Thrinax,morrisii,NA,NA,2.96,5.92,1.76
914,THRA2,Florida thatch palm,Thrinax,radiata,NA,NA,2.96,5.92,1.76
915,ARECA,other palms,Family Arecaceae,not listed above,NA,NA,2.96,5.92,1.76
919,SASAD,western soapberry,Sapindus,saponaria,drummondii,NA,2.96,5.92,1.76
920,SALIX,willow spp.,Salix,spp.,NA,NA,2.62,5.24,2.22
921,SAAM2,peachleaf willow,Salix,amygdaloides,NA,NA,2.62,5.24,2.22
922,SANI,black willow,Salix,nigra,NA,NA,2.62,5.24,2.22
923,SABE2,Bebb willow,Salix,bebbiana,NA,NA,2.62,5.24,2.22
924,SABO,Bonpland willow,Salix,bonplandiana,NA,NA,2.62,5.24,2.22
925,SACA5,coastal plain willow,Salix,caroliniana,NA,NA,2.62,5.24,2.22
926,SAPY,balsam willow,Salix,pyrifolia,NA,NA,2.62,5.24,2.22
927,SAAL2,white willow,Salix,alba,NA,NA,2.62,5.24,2.22
928,SASC,Scouler's willow,Salix,scouleriana,NA,NA,2.62,5.24,2.22
929,SASE10,weeping willow,Salix,x sepulcralis,NA,NA,2.62,5.24,2.22
931,SAAL5,sassafras,Sassafras,albidum,NA,NA,2.32,4.64,1.71
934,SORBU,mountain-ash spp.,Sorbus,spp.,NA,NA,2.96,5.92,1.76
935,SOAM3,American mountain-ash,Sorbus,americana,NA,NA,2.96,5.92,1.76
936,SOAU,European mountain-ash,Sorbus,aucuparia,NA,NA,2.96,5.92,1.76
937,SODE3,northern mountain-ash,Sorbus,decora,NA,NA,2.96,5.92,1.76
940,SWMA2,West Indian mahogany,Swietenia,mahagoni,NA,NA,2.96,5.92,1.76
950,TILIA,basswood spp.,Tilia,spp.,NA,NA,2.02,4.04,2.03
951,TIAM,American basswood,Tilia,americana,NA,NA,2.03,4.06,2.03
952,TIAMH,white basswood,Tilia,americana,heterophylla,NA,2.02,4.04,2.03
953,TIAMC,Carolina basswood,Tilia,americana,caroliniana,NA,2.02,4.04,2.03
970,ULMUS,elm spp.,Ulmus,spp.,NA,NA,2.92,5.84,1.69
971,ULAL,winged elm,Ulmus,alata,NA,NA,2.8,5.6,1.45
972,ULAM,American elm,Ulmus,americana,NA,NA,2.83,5.66,1.92
973,ULCR,cedar elm,Ulmus,crassifolia,NA,NA,3.15,6.3,1.67
974,ULPU,Siberian elm,Ulmus,pumila,NA,NA,2.92,5.84,1.69
975,ULRU,slippery elm,Ulmus,rubra,NA,NA,2.9,5.8,1.84
976,ULSE,September elm,Ulmus,serotina,NA,NA,2.92,5.84,1.69
977,ULTH,rock elm,Ulmus,thomasii,NA,NA,2.77,5.54,1.52
981,UMCA,California laurel,Umbellularia,californica,NA,NA,2.69,5.38,1.63
982,YUBR,Joshua tree,Yucca,brevifolia,NA,NA,2.96,5.92,1.76
986,AVGE,black mangrove,Avicennia,germinans,NA,NA,2.96,5.92,1.76
987,COER2,buttonwood-mangrove,Conocarpus,erectus,NA,NA,2.96,5.92,1.76
988,LARA2,white mangrove,Laguncularia,racemosa,NA,NA,2.96,5.92,1.76
989,RHMA2,American mangrove,Rhizophora,mangle,NA,NA,2.96,5.92,1.76
990,OLTE,desert ironwood,Olneya,tesota,NA,NA,2.96,5.92,1.76
991,TAMAR2,saltcedar,Tamarix,spp.,NA,NA,2.96,5.92,1.76
992,MEQU,melaleuca,Melaleuca,quinquenervia,NA,NA,2.96,5.92,1.76
993,MEAZ,chinaberry,Melia,azedarach,NA,NA,2.96,5.92,1.76
994,TRSE6,Chinese tallowtree,Triadica,sebifera,NA,NA,2.96,5.92,1.76
995,VEFO,tungoil tree,Vernicia,fordii,NA,NA,2.96,5.92,1.76
996,COOB2,smoketree,Cotinus,obovatus,NA,NA,2.96,5.92,1.76
997,ELAN,Russian-olive,Elaeagnus,angustifolia,NA,NA,2.96,5.92,1.76
998,2TB,unknown dead hardwood,Tree,broadleaf,NA,NA,2.96,5.92,1.76
999,2TREE,other or unknown live tree,Tree,unknown,NA,NA,2.96,5.92,1.76
5091,CRPH,Washington hawthorn,Crataegus,phaenopyrum,NA,NA,2.96,5.92,1.76
5092,CRSU5,fleshy hawthorn,Crataegus,succulenta,NA,NA,2.96,5.92,1.76
5093,CRUN,dwarf hawthorn,Crataegus,uniflora,NA,NA,2.96,5.92,1.76
5146,ACCI,vine maple,Acer,circinatum,NA,NA,2.52,5.04,2
5147,ACGI,Amur maple,Acer,ginnala,NA,NA,2.52,5.04,1.76
5149,ACMO10,Painted maple,Acer,mono,NA,NA,2.52,5.04,1.62
5150,ACPA2,Japanese maple,Acer,palmatum,NA,NA,2.58,5.16,1.76
5151,ACPS,sycamore maple,Acer,pseudoplatanus,NA,NA,2.52,5.04,1.76
5152,ACTA80,tatarian maple,Acer,tataricum,NA,NA,2.52,5.04,2
5188,ALIN2,gray alder,Alnus,incana,NA,NA,2.28,4.56,1.95
5260,BAHA,eastern baccharis,Baccharis,halimifolia,NA,NA,2.96,5.92,2
5261,BAGA2,peach palm,Bactris,gasipaes,NA,NA,2.96,5.92,1.76
5279,BEPE3,European white birch,Betula,pendula,NA,NA,2.73,5.46,2
5363,CAJA9,camellia,Camellia,japonica,NA,NA,2.96,5.92,2
5378,CABE8,European hornbeam,Carpinus,betulus,NA,NA,2.96,5.92,2
5420,CEAT4,Atlas cedar,Cedrus,atlantica,NA,NA,2.42,4.84,2
5421,CELI6,cedar of Lebanon,Cedrus,libani,NA,NA,2.29,4.58,2
5423,CEDE2,Deodar cedar,Cedrus,deodara,NA,NA,2.29,4.58,2
5491,FRBE,Berlandier ash,Fraxinus,berlandieriana,NA,NA,2.73,5.46,1.64
5493,FROX,Caucasian ash,Fraxinus,oxycarpa,NA,NA,2.72,5.44,2
5591,COKO2,kousa dogwood,Cornus,kousa,NA,NA,2.88,5.76,2
5600,COCO30,Turkish hazelnut,Corylus,colurna,NA,NA,2.9,5.8,2
5603,COCO10,European smoketree,Cotinus,coggygria,NA,NA,2.96,5.92,1.76
5800,CULE2,Leyland cypress,Cupressocyparis,leylandii,NA,NA,2.29,4.58,2
5818,CYOB2,quince,Cydonia,oblonga,NA,NA,2.96,5.92,2
6001,ACAN4,blackbrush wattle,Acacia,anegadensis,NA,NA,2.96,5.92,1.76
6002,ACAN10,mulga,Acacia,aneura,NA,NA,2.76,5.52,1.76
6003,ACAU,auri,Acacia,auriculiformis,NA,NA,1.91,3.82,1.76
6004,ACCO,small Philippine acacia,Acacia,confusa,NA,NA,2,4,1.76
6006,ACKO,koa,Acacia,koa,NA,NA,1.55,3.1,1.76
6007,ACKO2,koaoha,Acacia,koaia,NA,NA,2.16,4.32,1.76
6008,ACMA,porknut,Acacia,macracantha,NA,NA,2.96,5.92,1.76
6009,ACMA12,black wattle,Acacia,mangium,NA,NA,2.96,5.92,1.76
6010,ACME80,black wattle,Acacia,mearnsii,NA,NA,1.83,3.66,1.76
6011,ACME,blackwood,Acacia,melanoxylon,NA,NA,1.56,3.12,1.76
6012,ACMU,spineless wattle,Acacia,muricata,NA,NA,2.96,5.92,1.76
6013,ACNI2,gum arabic tree,Acacia,nilotica,NA,NA,2.96,5.92,1.76
6014,ACPA81,South Wales wattle,Acacia,parramattensis,NA,NA,2.16,4.32,1.76
6015,ACPO3,Acacia polyacantha,Acacia,polyacantha,NA,NA,2.96,5.92,1.76
6018,ACTO,poponax,Acacia,tortuosa,NA,NA,2.96,5.92,1.76
6019,ACLO,Sydney golden wattle,Acacia,longifolia,NA,NA,2.96,5.92,1.76
6021,ACAR,hollowheart,Acnistus,arborescens,NA,NA,2.96,5.92,1.76
6023,ACME2,grugru palm,Acrocomia,media,NA,NA,2.96,5.92,1.76
6025,ADDI3,baobab,Adansonia,digitata,NA,NA,2.96,5.92,1.76
6026,ADRI,wild lime,Adelia,ricinella,NA,NA,2.96,5.92,1.76
6028,ADPA,red beadtree,Adenanthera,pavonina,NA,NA,2.96,5.92,1.76
6029,ADENA,beadtree,Adenanthera,spp.,NA,NA,1.91,3.82,1.76
6032,AEMA,Caribbean spiritweed,Aegiphila,martinicensis,NA,NA,2.96,5.92,1.76
6034,AFFA,yellowwood,Afrocarpus,falcatus,NA,NA,2.96,5.92,1.76
6035,AFGR,East African yellowwood,Afrocarpus,gracilior,NA,NA,2.96,5.92,1.76
6036,AGAU4,kauri,Agathis,australis,NA,NA,2.96,5.92,1.76
6037,AGRO6,Queensland kauri,Agathis,robusta,NA,NA,2.96,5.92,1.76
6042,AGMA14,Titimel,Aglaia,mariannensis,NA,NA,1.85,3.7,1.76
6043,AGPA19,mesecheues,Aglaia,palauensis,NA,NA,1.85,3.7,1.76
6044,AGPO4,"karasyu, marasau",Aglaia,ponapensis,NA,NA,1.85,3.7,1.76
6046,AGSA9,laga ali,Aglaia,samoensis,NA,NA,1.85,3.7,1.76
6047,AGLAI,Aglaia,Aglaia,spp.,NA,NA,1.85,3.7,1.76
6048,AICO2,Olomea,Aidia,cochinchinensis,NA,NA,1.86,3.72,1.76
6049,AIRA2,Aidia racemosa,Aidia,racemosa,NA,NA,2.16,4.32,1.76
6051,AILAN,ailanthus,Ailanthus,spp.,NA,NA,1.05,2.1,1.76
6053,AIMI,Aiphanes minima,Aiphanes,minima,NA,NA,2.96,5.92,1.76
6055,ALAD,cream albizia,Albizia,adinocephala,NA,NA,2.96,5.92,1.76
6056,ALCA8,naked albizia,Albizia,carbonaria,NA,NA,2.96,5.92,1.76
6057,ALCH2,Chinese albizia,Albizia,chinensis,NA,NA,0.84,1.68,1.76
6058,ALFA5,ukall ra ngebard,Albizia,falcataria,NA,NA,0.8,1.6,1.76
6059,ALLE,woman's tongue,Albizia,lebbeck,NA,NA,2.96,5.92,1.76
6060,ALPR,tall albizia,Albizia,procera,NA,NA,2.96,5.92,1.76
6061,ALRE,ukall ra ngebard,Albizia,retusa,NA,NA,1.29,2.58,1.76
6062,ALSA10,whiteflower albizia,Albizia,saponaria,NA,NA,1.6,3.2,1.76
6063,ALBIZ,albizia,Albizia,spp.,NA,NA,1.51,3.02,1.76
6064,ALLA,achiotillo,Alchornea,latifolia,NA,NA,2.96,5.92,1.76
6066,ALFL3,palo de gallina,Alchorneopsis,floribunda,NA,NA,2.96,5.92,1.76
6069,ALMA,Hawaii alectryon,Alectryon,macrococcus,NA,NA,2.64,5.28,1.76
6073,ALECT,alectryon,Alectryon,spp.,NA,NA,2.64,5.28,1.76
6075,ALMO2,Indian walnut,Aleurites,moluccana,NA,NA,2.96,5.92,1.76
6077,ALEUR,aleurites,Aleurites,spp.,NA,NA,1.04,2.08,1.76
6078,ALTR11,lumbang,Aleurites,trisperma,NA,NA,1.21,2.42,1.76
6080,ALCR9,palo blanco,Allophylus,crassinervis,NA,NA,2.96,5.92,1.76
6082,ALRA,palo de caja,Allophylus,racemosus,NA,NA,2.96,5.92,1.76
6083,ALLOP,Allophylus,Allophylus,spp.,NA,NA,1.43,2.86,1.76
6084,ALTE13,chebeludes,Allophylus,ternatus,NA,NA,1.43,2.86,1.76
6085,ALTI2,"ebeludes, chebeludes",Allophylus,timorensis,NA,NA,1.43,2.86,1.76
6086,ALNE2,Nepal alder,Alnus,nepalensis,NA,NA,1.08,2.16,1.76
6088,ALCA21,"chelebiob, elebiong",Alphitonia,carolinensis,NA,NA,1.4,2.8,1.76
6089,ALPO3,Hawaii kauilatree,Alphitonia,ponderosa,NA,NA,1.4,2.8,1.76
6090,ALPHI,Alphitonia,Alphitonia,spp.,NA,NA,1.4,2.8,1.76
6091,ALZI,toi,Alphitonia,zizyphoides,NA,NA,1.12,2.24,1.76
6092,ALBR4,helecho gigante de la sierra,Alsophila,bryophila,NA,NA,2.96,5.92,1.76
6093,ALPO7,Alsophila portoricensis,Alsophila,portoricensis,NA,NA,2.96,5.92,1.76
6095,ALMA16,deviltree,Alstonia,macrophylla,NA,NA,1.57,3.14,1.76
6096,ALPA22,Alstonia pacifica,Alstonia,pacifica,NA,NA,1.09,2.18,1.76
6097,ALSTO,alstonia,Alstonia,spp.,NA,NA,1.09,2.18,1.76
6101,AMLA4,black calabash,Amphitecna,latifolia,NA,NA,2.96,5.92,1.76
6103,AMBA2,balsam torchwood,Amyris,balsamifera,NA,NA,2.96,5.92,1.76
6106,ANACA,anacardium,Anacardium,spp.,NA,NA,2.96,5.92,1.76
6107,ANOC,cashew,Anacardium,occidentale,NA,NA,2.96,5.92,1.76
6108,ANGL5,Anacolosa glochidiiformis,Anacolosa,glochidiiformis,NA,NA,2.16,4.32,1.76
6109,ANIN13,Anacolosa insularis,Anacolosa,insularis,NA,NA,2.15,4.3,1.76
6111,ANPE13,Anadenanthera peregrina,Anadenanthera,peregrina,NA,NA,2.96,5.92,1.76
6114,ANIN,cabbagebark tree,Andira,inermis,NA,NA,2.96,5.92,1.76
6118,ANEV,dermarm,Angiopteris,evecta,NA,NA,1.4,2.8,1.76
6120,ANBR7,canelillo,Aniba,bracteata,NA,NA,2.96,5.92,1.76
6124,ANCH9,Annona cherimola,Annona,cherimola,NA,NA,2.96,5.92,1.76
6125,ANDI11,ilama,Annona,diversifolia,NA,NA,2.96,5.92,1.76
6127,ANMO,mountain soursop,Annona,montana,NA,NA,2.96,5.92,1.76
6128,ANMU2,soursop,Annona,muricata,NA,NA,2.96,5.92,1.76
6129,ANRE,custard apple,Annona,reticulata,NA,NA,2.96,5.92,1.76
6130,ANNON,Annona,Annona,spp.,NA,NA,1.4,2.8,1.76
6131,ANSQ,sugar apple,Annona,squamosa,NA,NA,2.96,5.92,1.76
6135,ANKA,Kapua china laurel,Antidesma,kapuae,NA,NA,1.88,3.76,1.76
6137,ANBU3,Antidesma bunius,Antidesma,bunius,NA,NA,2.96,5.92,1.76
6138,ANKU3,Antidesma kusaiense,Antidesma,kusaiense,NA,NA,1.75,3.5,1.76
6139,ANPL2,ha a,Antidesma,platyphyllum,NA,NA,1.88,3.76,1.76
6142,ANPO8,Antidesma ponapense,Antidesma,ponapense,NA,NA,1.75,3.5,1.76
6143,ANPU2,hame,Antidesma,pulvinatum,NA,NA,1.75,3.5,1.76
6144,ANSP14,Antidesma sphaerocarpum,Antidesma,sphaerocarpum,NA,NA,1.75,3.5,1.76
6145,ANTID,chinalaurel,Antidesma,spp.,NA,NA,1.75,3.5,1.76
6146,ANAC4,placa chiquitu,Antirhea,acutata,NA,NA,2.96,5.92,1.76
6147,ANCO3,pegwood,Antirhea,coriacea,NA,NA,2.96,5.92,1.76
6148,ANIN2,Antirhea inconspicua,Antirhea,inconspicua,NA,NA,1.83,3.66,1.76
6149,ANLU3,palo iloron,Antirhea,lucida,NA,NA,2.96,5.92,1.76
6150,ANOB2,quina roja,Antirhea,obtusifolia,NA,NA,2.96,5.92,1.76
6151,ANPO3,Puerto Rico quina,Antirhea,portoricensis,NA,NA,2.96,5.92,1.76
6152,ANSI,Sintenis' quina,Antirhea,sintenisii,NA,NA,2.96,5.92,1.76
6154,ARAN15,parana pine,Araucaria,angustifolia,NA,NA,2.96,5.92,1.76
6155,ARCO32,New Caledonia pine,Araucaria,columnaris,NA,NA,2.29,4.58,1.76
6156,AREX4,Norfolk Island Pine,Araucaria,excelsa,NA,NA,2.29,4.58,1.74
6157,ARHE12,Norfolk Island pine,Araucaria,heterophylla,NA,NA,2.96,5.92,1.76
6158,ARAUC2,Araucaria,Araucaria,spp.,NA,NA,1.25,2.5,1.76
6159,ARAL,Alexandra palm,Archontophoenix,alexandrae,NA,NA,2.32,4.64,1.76
6160,ARCU2,Bangalow palm,Archontophoenix,cunninghamiana,NA,NA,2.96,5.92,1.76
6161,AREL4,shoebutton,Ardisia,elliptica,NA,NA,1.74,3.48,1.76
6162,ARGL11,ausubon,Ardisia,glauciflora,NA,NA,2.96,5.92,1.76
6163,ARLU3,mountain marlberry,Ardisia,luquillensis,NA,NA,2.96,5.92,1.76
6164,AROB2,Guadeloupe marlberry,Ardisia,obovata,NA,NA,2.96,5.92,1.76
6165,ARSO,China-shrub,Ardisia,solanacea,NA,NA,2.96,5.92,1.76
6166,ARDIS,marlberry,Ardisia,spp.,NA,NA,1.74,3.48,1.76
6167,ARCA41,betelnut,Areca,catechu,NA,NA,1.35,2.7,1.76
6169,ARPI6,cabo-negro,Arenga,pinnata,NA,NA,1.35,2.7,1.76
6171,ARAL7,breadfruit,Artocarpus,altilis,NA,NA,2.96,5.92,1.76
6173,ARHE2,Artocarpus heterophyllus,Artocarpus,heterophyllus,NA,NA,2.96,5.92,1.76
6175,ARMA28,"dugdug, Marianas breadfruit",Artocarpus,mariannensis,NA,NA,1.36,2.72,1.76
6176,ARNO,Artocarpus nobilis,Artocarpus,nobilis,NA,NA,1.36,2.72,1.76
6177,AROD2,Marang,Artocarpus,odoratissimus,NA,NA,1.55,3.1,1.76
6178,ARTOC,meduu,Artocarpus,spp.,NA,NA,1.36,2.72,1.76
6179,ARBR11,taputoi,Arytera,brackenridgei,NA,NA,1.78,3.56,1.76
6181,ASDI14,afia,Ascarina,diffusa,NA,NA,1.26,2.52,1.76
6184,ASKU2,Astronidium kusaianum,Astronidium,kusaianum,NA,NA,1.92,3.84,1.76
6185,ASNA10,Astronidium navigatorum,Astronidium,navigatorum,NA,NA,1.91,3.82,1.76
6186,ASPA37,mesekui,Astronidium,palauense,NA,NA,1.91,3.82,1.76
6187,ASPI11,Astronidium pickeringii,Astronidium,pickeringii,NA,NA,1.91,3.82,1.76
6188,ASSA23,Astronidium samoense,Astronidium,samoense,NA,NA,1.91,3.82,1.76
6189,ASTRO4,Astronidium,Astronidium,spp.,NA,NA,1.91,3.82,1.76
6190,ASSU31,Astronidium subcordata,Astronidium,subcordata,NA,NA,1.91,3.82,1.76
6193,ATRA2,ifi ifi,Atuna,racemosa,NA,NA,1.83,3.66,1.76
6197,AVBI,Bilimbi,Averrhoa,bilimbi,NA,NA,1.18,2.36,1.76
6198,AVCA,carambola,Averrhoa,carambola,NA,NA,2.96,5.92,1.76
6199,AVERR,Averrhoa,Averrhoa,spp.,NA,NA,1.57,3.14,1.76
6200,AVAL,biut,Avicennia,alba,NA,NA,1.49,2.98,1.76
6203,AVMA3,Avicennia marina,Avicennia,marina,NA,NA,1.83,3.66,1.76
6205,AVICE,Avicennia,Avicennia,spp.,NA,NA,1.83,3.66,1.76
6206,AZIN2,neem,Azadirachta,indica,NA,NA,2.96,5.92,1.76
6208,BATA,Saitamu,Baccaurea,taitensis,NA,NA,1.63,3.26,1.76
6213,BAPA8,ralm,Badusa,palauensis,NA,NA,1.83,3.66,1.76
6215,BAMBU,bamboo,Bambusa,spp.,NA,NA,1.4,2.8,1.76
6216,BAVU2,common bamboo,Bambusa,vulgaris,NA,NA,2.96,5.92,1.76
6217,BAPO,Puerto Rico palo de ramon,Banara,portoricensis,NA,NA,2.96,5.92,1.76
6218,BERE4,bottle-palm,Beaucarnea,recurvata,NA,NA,2.96,5.92,1.76
6219,BAVA2,Vanderbilt's palo de ramon,Banara,vanderbiltii,NA,NA,2.96,5.92,1.76
6220,BAAS3,sea putat,Barringtonia,asiatica,NA,NA,2.96,5.92,1.76
6221,BARA5,langaasag,Barringtonia,racemosa,NA,NA,1.21,2.42,1.76
6222,BASA9,falaga,Barringtonia,samoensis,NA,NA,1.32,2.64,1.76
6223,BARRI,Barringtonia,Barringtonia,spp.,NA,NA,1.32,2.64,1.76
6224,BAEG6,Bastardiopsis eggersii,Bastardiopsis,eggersii,NA,NA,2.96,5.92,1.76
6225,BABI6,Bauhinia binata,Bauhinia,binata,NA,NA,1.94,3.88,1.76
6226,BAMO2,Napoleon's plume,Bauhinia,monandra,NA,NA,2.96,5.92,1.76
6227,BAMU3,petite flamboyant bauhinia,Bauhinia,multinervia,NA,NA,2.96,5.92,1.76
6228,BAPA3,railroadfence,Bauhinia,pauletia,NA,NA,2.96,5.92,1.76
6229,BAPU,butterfly tree,Bauhinia,purpurea,NA,NA,2.96,5.92,1.76
6230,BAUHI,bauhinia,Bauhinia,spp.,NA,NA,1.94,3.88,1.76
